row number #1,row number #2,row number #3,row number #4,date #1,date #2,date #3,date # 4,date # 5,date # 6,date # 7,day of week #1,day of week #2,day of week #3,short string #1,short string #2,short string #3,short string #4,short string #5,short string #6,gender #1,gender #2,gender #3,row number #1 2,row number #2 2,row number #3 2,row number #4 2,date #1 2,date #2 2,date #3 2,date # 4 2,date # 5 2,date # 6 2,date # 7 2,day of week #1 2,day of week #2 2,day of week #3 2,short string #1 2,short string #2 2,short string #3 2,short string #4 2,short string #5 2,short string #6 2,gender #1 2,gender #2 2,gender #3 2,row number #1 3,row number #2 3,row number #3 3,row number #4 3,date #1 3,date #2 3,date #3 3,date # 4 3,date # 5 3,date # 6 3,date # 7 3,day of week #1 3,day of week #2 3,day of week #3 3,short string #1 3,short string #2 3,short string #3 3,short string #4 3,short string #5 3,short string #6 3,gender #1 3,gender #2 3,gender #3 3
32,032,100032,Record # :032,2/1/13,11/12/13,11/12/13,2-1-13,11-12-13,11-12-13,2013-02-01,Friday,Fri,Friday,AAAA,GGGG,aaaa,gggg,AAAA,,f,g,f,32,032,100032,Record # :032,2/1/13,11/12/13,11/12/13,2-1-13,11-12-13,11-12-13,2013-02-01,Friday,Fri,Friday,AAAA,GGGG,aaaa,gggg,AAAA,,f,g,f,32,032,100032,Record # :032,2/1/13,11/12/13,11/12/13,2-1-13,11-12-13,11-12-13,2013-02-01,Friday,Fri,Friday,AAAA,GGGG,aaaa,gggg,AAAA,,f,g,f
33,033,100033,Record # :033,2/2/13,11/12/13,11/12/13,2-2-13,11-12-13,11-12-13,2013-02-02,Saturday,Sat,Saturday,AAAA,HHHH,aaaa,hhhh,AAAA,,m,m,b,33,033,100033,Record # :033,2/2/13,11/12/13,11/12/13,2-2-13,11-12-13,11-12-13,2013-02-02,Saturday,Sat,Saturday,AAAA,HHHH,aaaa,hhhh,AAAA,,m,m,b,33,033,100033,Record # :033,2/2/13,11/12/13,11/12/13,2-2-13,11-12-13,11-12-13,2013-02-02,Saturday,Sat,Saturday,AAAA,HHHH,aaaa,hhhh,AAAA,,m,m,b
34,034,100034,Record # :034,2/3/13,11/12/13,11/12/13,2-3-13,11-12-13,11-12-13,2013-02-03,Sunday,Sun,Sunday,AAAA,IIII,aaaa,iiii,AAAA,,f,f,g,34,034,100034,Record # :034,2/3/13,11/12/13,11/12/13,2-3-13,11-12-13,11-12-13,2013-02-03,Sunday,Sun,Sunday,AAAA,IIII,aaaa,iiii,AAAA,,f,f,g,34,034,100034,Record # :034,2/3/13,11/12/13,11/12/13,2-3-13,11-12-13,11-12-13,2013-02-03,Sunday,Sun,Sunday,AAAA,IIII,aaaa,iiii,AAAA,,f,f,g
35,035,100035,Record # :035,2/4/13,11/12/13,11/12/13,2-4-13,11-12-13,11-12-13,2013-02-04,Monday,Mon,Monday,AAAA,JJJJ,aaaa,jjjj,AAAA,,m,b,male,35,035,100035,Record # :035,2/4/13,11/12/13,11/12/13,2-4-13,11-12-13,11-12-13,2013-02-04,Monday,Mon,Monday,AAAA,JJJJ,aaaa,jjjj,AAAA,,m,b,male,35,035,100035,Record # :035,2/4/13,11/12/13,11/12/13,2-4-13,11-12-13,11-12-13,2013-02-04,Monday,Mon,Monday,AAAA,JJJJ,aaaa,jjjj,AAAA,,m,b,male
36,036,100036,Record # :036,2/5/13,11/12/13,11/12/13,2-5-13,11-12-13,11-12-13,2013-02-05,Tuesday,Tue,Tuesday,AAAA,KKKK,aaaa,kkkk,AAAA,,f,g,female,36,036,100036,Record # :036,2/5/13,11/12/13,11/12/13,2-5-13,11-12-13,11-12-13,2013-02-05,Tuesday,Tue,Tuesday,AAAA,KKKK,aaaa,kkkk,AAAA,,f,g,female,36,036,100036,Record # :036,2/5/13,11/12/13,11/12/13,2-5-13,11-12-13,11-12-13,2013-02-05,Tuesday,Tue,Tuesday,AAAA,KKKK,aaaa,kkkk,AAAA,,f,g,female
37,037,100037,Record # :037,2/6/13,11/12/13,11/12/13,2-6-13,11-12-13,11-12-13,2013-02-06,Wednesday,Wed,Wednesday,AAAA,LLLL,aaaa,llll,AAAA,,m,m,boy,37,037,100037,Record # :037,2/6/13,11/12/13,11/12/13,2-6-13,11-12-13,11-12-13,2013-02-06,Wednesday,Wed,Wednesday,AAAA,LLLL,aaaa,llll,AAAA,,m,m,boy,37,037,100037,Record # :037,2/6/13,11/12/13,11/12/13,2-6-13,11-12-13,11-12-13,2013-02-06,Wednesday,Wed,Wednesday,AAAA,LLLL,aaaa,llll,AAAA,,m,m,boy
38,038,100038,Record # :038,2/7/13,11/12/13,11/12/13,2-7-13,11-12-13,11-12-13,2013-02-07,Thursday,Thu,Thursday,AAAA,MMMM,aaaa,mmmm,AAAA,,f,f,girl,38,038,100038,Record # :038,2/7/13,11/12/13,11/12/13,2-7-13,11-12-13,11-12-13,2013-02-07,Thursday,Thu,Thursday,AAAA,MMMM,aaaa,mmmm,AAAA,,f,f,girl,38,038,100038,Record # :038,2/7/13,11/12/13,11/12/13,2-7-13,11-12-13,11-12-13,2013-02-07,Thursday,Thu,Thursday,AAAA,MMMM,aaaa,mmmm,AAAA,,f,f,girl
39,039,100039,Record # :039,2/8/13,11/12/13,11/12/13,2-8-13,11-12-13,not a date,2013-02-08,Friday,Fri,Friday,AAAA,NNNN,aaaa,nnnn,AAAA,,m,b,man,39,039,100039,Record # :039,2/8/13,11/12/13,11/12/13,2-8-13,11-12-13,not a date,2013-02-08,Friday,Fri,Friday,AAAA,NNNN,aaaa,nnnn,AAAA,,m,b,man,39,039,100039,Record # :039,2/8/13,11/12/13,11/12/13,2-8-13,11-12-13,not a date,2013-02-08,Friday,Fri,Friday,AAAA,NNNN,aaaa,nnnn,AAAA,,m,b,man
40,040,100040,Record # :040,2/9/13,11/12/13,not a date,2-9-13,11-12-13,not a date,2013-02-09,Saturday,Sat,BadDay,AAAA,OOOO,aaaa,oooo,AAAA,,f,g,friend,40,040,100040,Record # :040,2/9/13,11/12/13,not a date,2-9-13,11-12-13,not a date,2013-02-09,Saturday,Sat,BadDay,AAAA,OOOO,aaaa,oooo,AAAA,,f,g,friend,40,040,100040,Record # :040,2/9/13,11/12/13,not a date,2-9-13,11-12-13,not a date,2013-02-09,Saturday,Sat,BadDay,AAAA,OOOO,aaaa,oooo,AAAA,,f,g,friend
41,041,100041,Record # :041,2/10/13,11/12/13,11/12/13,2-10-13,11-12-13,11-12-13,2013-02-10,Sunday,Sun,Sunday,AAAA,PPPP,aaaa,pppp,AAAA,,m,m,m,41,041,100041,Record # :041,2/10/13,11/12/13,11/12/13,2-10-13,11-12-13,11-12-13,2013-02-10,Sunday,Sun,Sunday,AAAA,PPPP,aaaa,pppp,AAAA,,m,m,m,41,041,100041,Record # :041,2/10/13,11/12/13,11/12/13,2-10-13,11-12-13,11-12-13,2013-02-10,Sunday,Sun,Sunday,AAAA,PPPP,aaaa,pppp,AAAA,,m,m,m
42,042,100042,Record # :042,2/11/13,11/12/13,11/12/13,2-11-13,11-12-13,11-12-13,2013-02-11,Monday,Mon,Monday,AAAA,QQQQ,aaaa,qqqq,AAAA,,f,f,f,42,042,100042,Record # :042,2/11/13,11/12/13,11/12/13,2-11-13,11-12-13,11-12-13,2013-02-11,Monday,Mon,Monday,AAAA,QQQQ,aaaa,qqqq,AAAA,,f,f,f,42,042,100042,Record # :042,2/11/13,11/12/13,11/12/13,2-11-13,11-12-13,11-12-13,2013-02-11,Monday,Mon,Monday,AAAA,QQQQ,aaaa,qqqq,AAAA,,f,f,f
43,043,100043,Record # :043,2/12/13,11/12/13,11/12/13,2-12-13,11-12-13,11-12-13,2013-02-12,Tuesday,Tue,Tuesday,AAAA,RRRR,aaaa,rrrr,AAAA,,m,b,b,43,043,100043,Record # :043,2/12/13,11/12/13,11/12/13,2-12-13,11-12-13,11-12-13,2013-02-12,Tuesday,Tue,Tuesday,AAAA,RRRR,aaaa,rrrr,AAAA,,m,b,b,43,043,100043,Record # :043,2/12/13,11/12/13,11/12/13,2-12-13,11-12-13,11-12-13,2013-02-12,Tuesday,Tue,Tuesday,AAAA,RRRR,aaaa,rrrr,AAAA,,m,b,b
44,044,100044,Record # :044,2/13/13,11/12/13,11/12/13,2-13-13,11-12-13,11-12-13,2013-02-13,Wednesday,Wed,Wednesday,AAAA,SSSS,aaaa,ssss,AAAA,,f,g,g,44,044,100044,Record # :044,2/13/13,11/12/13,11/12/13,2-13-13,11-12-13,11-12-13,2013-02-13,Wednesday,Wed,Wednesday,AAAA,SSSS,aaaa,ssss,AAAA,,f,g,g,44,044,100044,Record # :044,2/13/13,11/12/13,11/12/13,2-13-13,11-12-13,11-12-13,2013-02-13,Wednesday,Wed,Wednesday,AAAA,SSSS,aaaa,ssss,AAAA,,f,g,g
45,045,100045,Record # :045,2/14/13,11/12/13,11/12/13,2-14-13,11-12-13,11-12-13,2013-02-14,Thursday,Thu,Thursday,AAAA,TTTT,aaaa,tttt,AAAA,,m,m,male,45,045,100045,Record # :045,2/14/13,11/12/13,11/12/13,2-14-13,11-12-13,11-12-13,2013-02-14,Thursday,Thu,Thursday,AAAA,TTTT,aaaa,tttt,AAAA,,m,m,male,45,045,100045,Record # :045,2/14/13,11/12/13,11/12/13,2-14-13,11-12-13,11-12-13,2013-02-14,Thursday,Thu,Thursday,AAAA,TTTT,aaaa,tttt,AAAA,,m,m,male
46,046,100046,Record # :046,2/15/13,11/12/13,11/12/13,2-15-13,11-12-13,11-12-13,2013-02-15,Friday,Fri,Friday,AAAA,UUUU,aaaa,uuuu,AAAA,,f,f,female,46,046,100046,Record # :046,2/15/13,11/12/13,11/12/13,2-15-13,11-12-13,11-12-13,2013-02-15,Friday,Fri,Friday,AAAA,UUUU,aaaa,uuuu,AAAA,,f,f,female,46,046,100046,Record # :046,2/15/13,11/12/13,11/12/13,2-15-13,11-12-13,11-12-13,2013-02-15,Friday,Fri,Friday,AAAA,UUUU,aaaa,uuuu,AAAA,,f,f,female
47,047,100047,Record # :047,2/16/13,11/12/13,11/12/13,2-16-13,11-12-13,11-12-13,2013-02-16,Saturday,Sat,Saturday,AAAA,VVVV,aaaa,vvvv,AAAA,,m,b,boy,47,047,100047,Record # :047,2/16/13,11/12/13,11/12/13,2-16-13,11-12-13,11-12-13,2013-02-16,Saturday,Sat,Saturday,AAAA,VVVV,aaaa,vvvv,AAAA,,m,b,boy,47,047,100047,Record # :047,2/16/13,11/12/13,11/12/13,2-16-13,11-12-13,11-12-13,2013-02-16,Saturday,Sat,Saturday,AAAA,VVVV,aaaa,vvvv,AAAA,,m,b,boy
48,048,100048,Record # :048,2/17/13,11/12/13,11/12/13,2-17-13,11-12-13,11-12-13,2013-02-17,Sunday,Sun,Sunday,AAAA,WWWW,aaaa,wwww,AAAA,,f,g,girl,48,048,100048,Record # :048,2/17/13,11/12/13,11/12/13,2-17-13,11-12-13,11-12-13,2013-02-17,Sunday,Sun,Sunday,AAAA,WWWW,aaaa,wwww,AAAA,,f,g,girl,48,048,100048,Record # :048,2/17/13,11/12/13,11/12/13,2-17-13,11-12-13,11-12-13,2013-02-17,Sunday,Sun,Sunday,AAAA,WWWW,aaaa,wwww,AAAA,,f,g,girl
49,049,100049,Record # :049,2/18/13,11/12/13,11/12/13,2-18-13,11-12-13,not a date,2013-02-18,Monday,Mon,Monday,AAAA,XXXX,aaaa,xxxx,AAAA,,m,m,man,49,049,100049,Record # :049,2/18/13,11/12/13,11/12/13,2-18-13,11-12-13,not a date,2013-02-18,Monday,Mon,Monday,AAAA,XXXX,aaaa,xxxx,AAAA,,m,m,man,49,049,100049,Record # :049,2/18/13,11/12/13,11/12/13,2-18-13,11-12-13,not a date,2013-02-18,Monday,Mon,Monday,AAAA,XXXX,aaaa,xxxx,AAAA,,m,m,man
50,050,100050,Record # :050,2/19/13,11/12/13,not a date,2-19-13,11-12-13,not a date,2013-02-19,Tuesday,Tue,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,f,f,friend,50,050,100050,Record # :050,2/19/13,11/12/13,not a date,2-19-13,11-12-13,not a date,2013-02-19,Tuesday,Tue,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,f,f,friend,50,050,100050,Record # :050,2/19/13,11/12/13,not a date,2-19-13,11-12-13,not a date,2013-02-19,Tuesday,Tue,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,f,f,friend
51,051,100051,Record # :051,2/20/13,11/12/13,11/12/13,2-20-13,11-12-13,11-12-13,2013-02-20,Wednesday,Wed,Wednesday,AAAA,AAAA,aaaa,aaaa,AAAA,,m,b,m,51,051,100051,Record # :051,2/20/13,11/12/13,11/12/13,2-20-13,11-12-13,11-12-13,2013-02-20,Wednesday,Wed,Wednesday,AAAA,AAAA,aaaa,aaaa,AAAA,,m,b,m,51,051,100051,Record # :051,2/20/13,11/12/13,11/12/13,2-20-13,11-12-13,11-12-13,2013-02-20,Wednesday,Wed,Wednesday,AAAA,AAAA,aaaa,aaaa,AAAA,,m,b,m
52,052,100052,Record # :052,2/21/13,11/12/13,11/12/13,2-21-13,11-12-13,11-12-13,2013-02-21,Thursday,Thu,Thursday,AAAA,BBBB,aaaa,bbbb,AAAA,,f,g,f,52,052,100052,Record # :052,2/21/13,11/12/13,11/12/13,2-21-13,11-12-13,11-12-13,2013-02-21,Thursday,Thu,Thursday,AAAA,BBBB,aaaa,bbbb,AAAA,,f,g,f,52,052,100052,Record # :052,2/21/13,11/12/13,11/12/13,2-21-13,11-12-13,11-12-13,2013-02-21,Thursday,Thu,Thursday,AAAA,BBBB,aaaa,bbbb,AAAA,,f,g,f
53,053,100053,Record # :053,2/22/13,11/12/13,11/12/13,2-22-13,11-12-13,11-12-13,2013-02-22,Friday,Fri,Friday,AAAA,CCCC,aaaa,cccc,AAAA,,m,m,b,53,053,100053,Record # :053,2/22/13,11/12/13,11/12/13,2-22-13,11-12-13,11-12-13,2013-02-22,Friday,Fri,Friday,AAAA,CCCC,aaaa,cccc,AAAA,,m,m,b,53,053,100053,Record # :053,2/22/13,11/12/13,11/12/13,2-22-13,11-12-13,11-12-13,2013-02-22,Friday,Fri,Friday,AAAA,CCCC,aaaa,cccc,AAAA,,m,m,b
54,054,100054,Record # :054,2/23/13,11/12/13,11/12/13,2-23-13,11-12-13,11-12-13,2013-02-23,Saturday,Sat,Saturday,AAAA,DDDD,aaaa,dddd,AAAA,,f,f,g,54,054,100054,Record # :054,2/23/13,11/12/13,11/12/13,2-23-13,11-12-13,11-12-13,2013-02-23,Saturday,Sat,Saturday,AAAA,DDDD,aaaa,dddd,AAAA,,f,f,g,54,054,100054,Record # :054,2/23/13,11/12/13,11/12/13,2-23-13,11-12-13,11-12-13,2013-02-23,Saturday,Sat,Saturday,AAAA,DDDD,aaaa,dddd,AAAA,,f,f,g
55,055,100055,Record # :055,2/24/13,11/12/13,11/12/13,2-24-13,11-12-13,11-12-13,2013-02-24,Sunday,Sun,Sunday,AAAA,EEEE,aaaa,eeee,AAAA,,m,b,male,55,055,100055,Record # :055,2/24/13,11/12/13,11/12/13,2-24-13,11-12-13,11-12-13,2013-02-24,Sunday,Sun,Sunday,AAAA,EEEE,aaaa,eeee,AAAA,,m,b,male,55,055,100055,Record # :055,2/24/13,11/12/13,11/12/13,2-24-13,11-12-13,11-12-13,2013-02-24,Sunday,Sun,Sunday,AAAA,EEEE,aaaa,eeee,AAAA,,m,b,male
56,056,100056,Record # :056,2/25/13,11/12/13,11/12/13,2-25-13,11-12-13,11-12-13,2013-02-25,Monday,Mon,Monday,AAAA,FFFF,aaaa,ffff,AAAA,,f,g,female,56,056,100056,Record # :056,2/25/13,11/12/13,11/12/13,2-25-13,11-12-13,11-12-13,2013-02-25,Monday,Mon,Monday,AAAA,FFFF,aaaa,ffff,AAAA,,f,g,female,56,056,100056,Record # :056,2/25/13,11/12/13,11/12/13,2-25-13,11-12-13,11-12-13,2013-02-25,Monday,Mon,Monday,AAAA,FFFF,aaaa,ffff,AAAA,,f,g,female
57,057,100057,Record # :057,2/26/13,11/12/13,11/12/13,2-26-13,11-12-13,11-12-13,2013-02-26,Tuesday,Tue,Tuesday,AAAA,GGGG,aaaa,gggg,AAAA,,m,m,boy,57,057,100057,Record # :057,2/26/13,11/12/13,11/12/13,2-26-13,11-12-13,11-12-13,2013-02-26,Tuesday,Tue,Tuesday,AAAA,GGGG,aaaa,gggg,AAAA,,m,m,boy,57,057,100057,Record # :057,2/26/13,11/12/13,11/12/13,2-26-13,11-12-13,11-12-13,2013-02-26,Tuesday,Tue,Tuesday,AAAA,GGGG,aaaa,gggg,AAAA,,m,m,boy
58,058,100058,Record # :058,2/27/13,11/12/13,11/12/13,2-27-13,11-12-13,11-12-13,2013-02-27,Wednesday,Wed,Wednesday,AAAA,HHHH,aaaa,hhhh,AAAA,,f,f,girl,58,058,100058,Record # :058,2/27/13,11/12/13,11/12/13,2-27-13,11-12-13,11-12-13,2013-02-27,Wednesday,Wed,Wednesday,AAAA,HHHH,aaaa,hhhh,AAAA,,f,f,girl,58,058,100058,Record # :058,2/27/13,11/12/13,11/12/13,2-27-13,11-12-13,11-12-13,2013-02-27,Wednesday,Wed,Wednesday,AAAA,HHHH,aaaa,hhhh,AAAA,,f,f,girl
59,059,100059,Record # :059,2/28/13,11/12/13,11/12/13,2-28-13,11-12-13,not a date,2013-02-28,Thursday,Thu,Thursday,AAAA,IIII,aaaa,iiii,AAAA,,m,b,man,59,059,100059,Record # :059,2/28/13,11/12/13,11/12/13,2-28-13,11-12-13,not a date,2013-02-28,Thursday,Thu,Thursday,AAAA,IIII,aaaa,iiii,AAAA,,m,b,man,59,059,100059,Record # :059,2/28/13,11/12/13,11/12/13,2-28-13,11-12-13,not a date,2013-02-28,Thursday,Thu,Thursday,AAAA,IIII,aaaa,iiii,AAAA,,m,b,man
60,060,100060,Record # :060,3/1/13,11/12/13,not a date,3-1-13,11-12-13,not a date,2013-03-01,Friday,Fri,BadDay,AAAA,JJJJ,aaaa,jjjj,AAAA,,f,g,friend,60,060,100060,Record # :060,3/1/13,11/12/13,not a date,3-1-13,11-12-13,not a date,2013-03-01,Friday,Fri,BadDay,AAAA,JJJJ,aaaa,jjjj,AAAA,,f,g,friend,60,060,100060,Record # :060,3/1/13,11/12/13,not a date,3-1-13,11-12-13,not a date,2013-03-01,Friday,Fri,BadDay,AAAA,JJJJ,aaaa,jjjj,AAAA,,f,g,friend
61,061,100061,Record # :061,3/2/13,11/12/13,11/12/13,3-2-13,11-12-13,11-12-13,2013-03-02,Saturday,Sat,Saturday,AAAA,KKKK,aaaa,kkkk,AAAA,,m,m,m,61,061,100061,Record # :061,3/2/13,11/12/13,11/12/13,3-2-13,11-12-13,11-12-13,2013-03-02,Saturday,Sat,Saturday,AAAA,KKKK,aaaa,kkkk,AAAA,,m,m,m,61,061,100061,Record # :061,3/2/13,11/12/13,11/12/13,3-2-13,11-12-13,11-12-13,2013-03-02,Saturday,Sat,Saturday,AAAA,KKKK,aaaa,kkkk,AAAA,,m,m,m
62,062,100062,Record # :062,3/3/13,11/12/13,11/12/13,3-3-13,11-12-13,11-12-13,2013-03-03,Sunday,Sun,Sunday,AAAA,LLLL,aaaa,llll,AAAA,,f,f,f,62,062,100062,Record # :062,3/3/13,11/12/13,11/12/13,3-3-13,11-12-13,11-12-13,2013-03-03,Sunday,Sun,Sunday,AAAA,LLLL,aaaa,llll,AAAA,,f,f,f,62,062,100062,Record # :062,3/3/13,11/12/13,11/12/13,3-3-13,11-12-13,11-12-13,2013-03-03,Sunday,Sun,Sunday,AAAA,LLLL,aaaa,llll,AAAA,,f,f,f
63,063,100063,Record # :063,3/4/13,11/12/13,11/12/13,3-4-13,11-12-13,11-12-13,2013-03-04,Monday,Mon,Monday,AAAA,MMMM,aaaa,mmmm,AAAA,,m,b,b,63,063,100063,Record # :063,3/4/13,11/12/13,11/12/13,3-4-13,11-12-13,11-12-13,2013-03-04,Monday,Mon,Monday,AAAA,MMMM,aaaa,mmmm,AAAA,,m,b,b,63,063,100063,Record # :063,3/4/13,11/12/13,11/12/13,3-4-13,11-12-13,11-12-13,2013-03-04,Monday,Mon,Monday,AAAA,MMMM,aaaa,mmmm,AAAA,,m,b,b
64,064,100064,Record # :064,3/5/13,11/12/13,11/12/13,3-5-13,11-12-13,11-12-13,2013-03-05,Tuesday,Tue,Tuesday,AAAA,NNNN,aaaa,nnnn,AAAA,,f,g,g,64,064,100064,Record # :064,3/5/13,11/12/13,11/12/13,3-5-13,11-12-13,11-12-13,2013-03-05,Tuesday,Tue,Tuesday,AAAA,NNNN,aaaa,nnnn,AAAA,,f,g,g,64,064,100064,Record # :064,3/5/13,11/12/13,11/12/13,3-5-13,11-12-13,11-12-13,2013-03-05,Tuesday,Tue,Tuesday,AAAA,NNNN,aaaa,nnnn,AAAA,,f,g,g
65,065,100065,Record # :065,3/6/13,11/12/13,11/12/13,3-6-13,11-12-13,11-12-13,2013-03-06,Wednesday,Wed,Wednesday,AAAA,OOOO,aaaa,oooo,AAAA,,m,m,male,65,065,100065,Record # :065,3/6/13,11/12/13,11/12/13,3-6-13,11-12-13,11-12-13,2013-03-06,Wednesday,Wed,Wednesday,AAAA,OOOO,aaaa,oooo,AAAA,,m,m,male,65,065,100065,Record # :065,3/6/13,11/12/13,11/12/13,3-6-13,11-12-13,11-12-13,2013-03-06,Wednesday,Wed,Wednesday,AAAA,OOOO,aaaa,oooo,AAAA,,m,m,male
66,066,100066,Record # :066,3/7/13,11/12/13,11/12/13,3-7-13,11-12-13,11-12-13,2013-03-07,Thursday,Thu,Thursday,AAAA,PPPP,aaaa,pppp,AAAA,,f,f,female,66,066,100066,Record # :066,3/7/13,11/12/13,11/12/13,3-7-13,11-12-13,11-12-13,2013-03-07,Thursday,Thu,Thursday,AAAA,PPPP,aaaa,pppp,AAAA,,f,f,female,66,066,100066,Record # :066,3/7/13,11/12/13,11/12/13,3-7-13,11-12-13,11-12-13,2013-03-07,Thursday,Thu,Thursday,AAAA,PPPP,aaaa,pppp,AAAA,,f,f,female
67,067,100067,Record # :067,3/8/13,11/12/13,11/12/13,3-8-13,11-12-13,11-12-13,2013-03-08,Friday,Fri,Friday,AAAA,QQQQ,aaaa,qqqq,AAAA,,m,b,boy,67,067,100067,Record # :067,3/8/13,11/12/13,11/12/13,3-8-13,11-12-13,11-12-13,2013-03-08,Friday,Fri,Friday,AAAA,QQQQ,aaaa,qqqq,AAAA,,m,b,boy,67,067,100067,Record # :067,3/8/13,11/12/13,11/12/13,3-8-13,11-12-13,11-12-13,2013-03-08,Friday,Fri,Friday,AAAA,QQQQ,aaaa,qqqq,AAAA,,m,b,boy
68,068,100068,Record # :068,3/9/13,11/12/13,11/12/13,3-9-13,11-12-13,11-12-13,2013-03-09,Saturday,Sat,Saturday,AAAA,RRRR,aaaa,rrrr,AAAA,,f,g,girl,68,068,100068,Record # :068,3/9/13,11/12/13,11/12/13,3-9-13,11-12-13,11-12-13,2013-03-09,Saturday,Sat,Saturday,AAAA,RRRR,aaaa,rrrr,AAAA,,f,g,girl,68,068,100068,Record # :068,3/9/13,11/12/13,11/12/13,3-9-13,11-12-13,11-12-13,2013-03-09,Saturday,Sat,Saturday,AAAA,RRRR,aaaa,rrrr,AAAA,,f,g,girl
69,069,100069,Record # :069,3/10/13,11/12/13,11/12/13,3-10-13,11-12-13,not a date,2013-03-10,Sunday,Sun,Sunday,AAAA,SSSS,aaaa,ssss,AAAA,,m,m,man,69,069,100069,Record # :069,3/10/13,11/12/13,11/12/13,3-10-13,11-12-13,not a date,2013-03-10,Sunday,Sun,Sunday,AAAA,SSSS,aaaa,ssss,AAAA,,m,m,man,69,069,100069,Record # :069,3/10/13,11/12/13,11/12/13,3-10-13,11-12-13,not a date,2013-03-10,Sunday,Sun,Sunday,AAAA,SSSS,aaaa,ssss,AAAA,,m,m,man
70,070,100070,Record # :070,3/11/13,11/12/13,not a date,3-11-13,11-12-13,not a date,2013-03-11,Monday,Mon,BadDay,AAAA,TTTT,aaaa,tttt,AAAA,,f,f,friend,70,070,100070,Record # :070,3/11/13,11/12/13,not a date,3-11-13,11-12-13,not a date,2013-03-11,Monday,Mon,BadDay,AAAA,TTTT,aaaa,tttt,AAAA,,f,f,friend,70,070,100070,Record # :070,3/11/13,11/12/13,not a date,3-11-13,11-12-13,not a date,2013-03-11,Monday,Mon,BadDay,AAAA,TTTT,aaaa,tttt,AAAA,,f,f,friend
71,071,100071,Record # :071,3/12/13,11/12/13,11/12/13,3-12-13,11-12-13,11-12-13,2013-03-12,Tuesday,Tue,Tuesday,AAAA,UUUU,aaaa,uuuu,AAAA,,m,b,m,71,071,100071,Record # :071,3/12/13,11/12/13,11/12/13,3-12-13,11-12-13,11-12-13,2013-03-12,Tuesday,Tue,Tuesday,AAAA,UUUU,aaaa,uuuu,AAAA,,m,b,m,71,071,100071,Record # :071,3/12/13,11/12/13,11/12/13,3-12-13,11-12-13,11-12-13,2013-03-12,Tuesday,Tue,Tuesday,AAAA,UUUU,aaaa,uuuu,AAAA,,m,b,m
72,072,100072,Record # :072,3/13/13,11/12/13,11/12/13,3-13-13,11-12-13,11-12-13,2013-03-13,Wednesday,Wed,Wednesday,AAAA,VVVV,aaaa,vvvv,AAAA,,f,g,f,72,072,100072,Record # :072,3/13/13,11/12/13,11/12/13,3-13-13,11-12-13,11-12-13,2013-03-13,Wednesday,Wed,Wednesday,AAAA,VVVV,aaaa,vvvv,AAAA,,f,g,f,72,072,100072,Record # :072,3/13/13,11/12/13,11/12/13,3-13-13,11-12-13,11-12-13,2013-03-13,Wednesday,Wed,Wednesday,AAAA,VVVV,aaaa,vvvv,AAAA,,f,g,f
73,073,100073,Record # :073,3/14/13,11/12/13,11/12/13,3-14-13,11-12-13,11-12-13,2013-03-14,Thursday,Thu,Thursday,AAAA,WWWW,aaaa,wwww,AAAA,,m,m,b,73,073,100073,Record # :073,3/14/13,11/12/13,11/12/13,3-14-13,11-12-13,11-12-13,2013-03-14,Thursday,Thu,Thursday,AAAA,WWWW,aaaa,wwww,AAAA,,m,m,b,73,073,100073,Record # :073,3/14/13,11/12/13,11/12/13,3-14-13,11-12-13,11-12-13,2013-03-14,Thursday,Thu,Thursday,AAAA,WWWW,aaaa,wwww,AAAA,,m,m,b
74,074,100074,Record # :074,3/15/13,11/12/13,11/12/13,3-15-13,11-12-13,11-12-13,2013-03-15,Friday,Fri,Friday,AAAA,XXXX,aaaa,xxxx,AAAA,,f,f,g,74,074,100074,Record # :074,3/15/13,11/12/13,11/12/13,3-15-13,11-12-13,11-12-13,2013-03-15,Friday,Fri,Friday,AAAA,XXXX,aaaa,xxxx,AAAA,,f,f,g,74,074,100074,Record # :074,3/15/13,11/12/13,11/12/13,3-15-13,11-12-13,11-12-13,2013-03-15,Friday,Fri,Friday,AAAA,XXXX,aaaa,xxxx,AAAA,,f,f,g
75,075,100075,Record # :075,3/16/13,11/12/13,11/12/13,3-16-13,11-12-13,11-12-13,2013-03-16,Saturday,Sat,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,m,b,male,75,075,100075,Record # :075,3/16/13,11/12/13,11/12/13,3-16-13,11-12-13,11-12-13,2013-03-16,Saturday,Sat,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,m,b,male,75,075,100075,Record # :075,3/16/13,11/12/13,11/12/13,3-16-13,11-12-13,11-12-13,2013-03-16,Saturday,Sat,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,m,b,male
